id,IsFraud
150000,0.001204620784098298
150001,0.0012367680153910652
150002,0.001416508329966895
150003,0.0012400007648218153
150004,0.0013139839121857253
150005,0.0012400007648218153
150006,0.0013133434169216366
150007,0.0012578817273439034
150008,0.0011866569192487094
150009,0.0011943692283312123
150010,0.0017798646264174693
150011,0.0011703737140016316
150012,0.0012742478349184816
150013,0.0012370666198690877
150014,0.0033155519989333192
150015,0.001371587766078244
150016,0.0012207810362018174
150017,0.0012807805862256065
150018,0.0013925048953854135
150019,0.0013150276563222729
150020,0.0013297556461428712
150021,0.0012724466005926047
150022,0.0013268019900437892
150023,0.0013077772582167635
150024,0.0013340366405829064
150025,0.0024187437208750416
150026,0.0014388684361137682
150027,0.0012807805862256065
150028,0.0012400007648218153
150029,0.0016615657299994964
150030,0.001204620784098298
150031,0.0011937287330671235
150032,0.0013150276563222729
150033,0.0011710142092657204
150034,0.01810493738976161
150035,0.0011866569192487094
150036,0.0011703737140016316
150037,0.001204620784098298
150038,0.0013135006720825198
150039,0.0013227758227328764
150040,0.012747284189617451
150041,0.001342056627978769
150042,0.0017611313095100248
150043,0.03903086971801209
150044,0.0013241969762568654
150045,0.001261821389118358
150046,0.0014451650869515694
150047,0.0011703737140016316
150048,0.0013516791407373106
150049,0.027257823581821834
150050,0.001210011938314201
150051,0.0013019607152580605
150052,0.0013019173018390664
150053,0.0012742478349184816
150054,0.0013066912922690787
150055,0.0012400007648218153
150056,0.0011703737140016316
150057,0.0012604192605143868
150058,0.0012209039893453758
150059,0.0012742478349184816
150060,0.001313653943154179
150061,0.0013341193767087717
150062,0.0013014738098868764
150063,0.003694402259091991
150064,0.0013641842184979232
150065,0.001204620784098298
150066,0.0012611808938542692
150067,0.01379533702156977
150068,0.0013510414199746725
150069,0.0011703737140016316
150070,0.0013026012105221492
150071,0.0012400007648218153
150072,0.019866595978324568
150073,0.0012954279639509356
150074,0.001503843837130919
150075,0.01644794366225585
150076,0.013041709297738116
150077,0.0011866569192487094
150078,0.0012742478349184816
150079,0.0012742478349184816
150080,0.0011703737140016316
150081,0.0011703737140016316
150082,0.0012073501429099793
150083,0.0012400007648218153
150084,0.0012742478349184816
150085,0.0012905310401655594
150086,0.0013479010132508454
150087,0.0013343471668154487
150088,0.0011710142092657204
150089,0.0012611808938542692
150090,0.001371587766078244
150091,0.0020288616837717665
150092,0.0014591257898330355
150093,0.0012742478349184816
150094,0.0015857847490641456
150095,0.0022081224358032315
150096,0.0012034600450365098
150097,0.0012370642414488951
150098,0.0021677814116289685
150099,0.0012933260598717927
150100,0.001313653943154179
150101,0.0012231767323330877
150102,0.0012905310401655594
150103,0.001292685564607704
150104,0.0013074351783082475
150105,0.001222536237068999
150106,0.0013474734920930623
150107,0.001292685564607704
150108,0.0013120554468208957
150109,0.001237163751092677
150110,0.0012370666198690877
150111,0.0013465323270757076
150112,0.0012052612793623867
150113,0.0012111535354054229
150114,0.0012796389891343847
150115,0.0011866569192487094
150116,0.0011703737140016316
150117,0.004500918533393242
150118,0.0011937287330671235
150119,0.0015019344249615858
150120,0.0013347582147275948
150121,0.0012611808938542692
150122,0.0013299371484012568
150123,0.001261821389118358
150124,0.004875452647097663
150125,0.0011866569192487094
150126,0.0012742478349184816
150127,0.0013544337645579703
150128,0.0012400007648218153
150129,0.02445768113014572
150130,0.001289570513332109
150131,0.0028042575110934394
150132,0.0013019607152580605
150133,0.00143007263610857
150134,0.0012519894808974222
150135,0.0012741649325909812
150136,0.0011703737140016316
150137,0.0012318467590666927
150138,0.0011703737140016316
150139,0.0011703737140016316
150140,0.0013139839121857253
150141,0.0012611808938542692
150142,0.0011703737140016316
150143,0.0011703737140016316
150144,0.0012052612793623867
150145,0.0011904199746333355
150146,0.0012976028539839733
150147,0.0013364869092639647
150148,0.001204620784098298
150149,0.0013175600118220554
150150,0.005640324264210501
150151,0.0012905310401655594
150152,0.00133440655102885
150153,0.0044194239521020895
150154,0.0012972878355796008
150155,0.001256283970068893
150156,0.0013799982582404428
150157,0.001440242399384896
150158,0.0011937287330671235
150159,0.0012742478349184816
150160,0.0013150276563222729
150161,0.0011911888214764476
150162,0.0015786612908002446
150163,0.0012742478349184816
150164,0.0018808597088029702
150165,0.0012724466005926047
150166,0.0019898928678588512
150167,0.001323294434183419
150168,0.0012905310401655594
150169,0.0011590579816443175
150170,0.0013351774337463718
150171,0.0012111535354054229
